ppn,maa2,jvu,titel,deeltitel,editie,impressum,epn,copy_counter,sgn,mms_id_item,item_policy,mms_id_holding,mms_id,kmc4821,kmc4850
821534572,Aa,1982,"@Ermelo, grafheuvels op de heide / P.J.R. Modderman",,,Zutphen : Terra; enz.,097726303,1,GD 2593/10-1,23413004490007151,Reading room,22413004500007151,991017504459707151,,
82153954X,Aa,1982,@Archeologische kroniek van Zuid-Holland over 1979 / door Herbert Sarfatij,,,[Amersfoort] : ROB,097727962,1,GE 80189/155-1,23381471740007151,Reading room,22381471750007151,991017516599707151,,
821690876,Aa,1974,"@Bekerculturen in Nederland : bibliografie van publikaties over standvoet-, klok- en wikkeldraadbekers / R. Kleijngeld",,,'s-Gravenhage : P.A. Tiele Academie,097763497,1,GE 40801/3-1,23452866880007151,Reading room,22452866890007151,991017771969707151,,
821790765,Aa,1981,"@Reisboek voor Romeins Nederland en België / R.H.J. Klok, F. Brenders",,,Haarlem : Fibula-Van Dishoeck; enz.,056106807,1,NL 35 A 1007,23381426590007151,Reading room,22381426600007151,991017936589707151,,
821790765,Aa,1981,"@Reisboek voor Romeins Nederland en België / R.H.J. Klok, F. Brenders",,,Haarlem : Fibula-Van Dishoeck; enz.,097783226,2,NA 1981/238,23381426530007151,Reading room,22381426580007151,991017936589707151,,
821982354,Aa,1982,"@Scherven en potten uit zand en klei : vondsten uit Achterhoek, Liemers en Veluwe / samengest. door Trees Boltze ... [et al. ; voorw. G. Lemmens ; inl. Ruud Borman]",,,Nijmegen : Nijmeegs museum commanderie van Sint Jan,097815136,1,NE 1982/40027,23392118350007151,Reading room,22392118360007151,991018293319707151,,
822389800,Aa,1971,"@Garderen, grafheuvels op de Bergsham / R. S. Hulst",,,"Bussum : Fibula-Van Dishoeck, [etc.]",206310242,1,S 3223 2,23366357910007151,Reading room,22366357940007151,991018923439707151,,
822619830,Aa,1981,@Gedachten over het ontstaan en de eerste ontwikkeling van Amersfoort naar aanleiding van archeologisch-geologische waarnemingen in de binnenstad / J.A. Brongers en W.J. van Tent,,,[Amersfoort] : ROB,097938319,1,GE 80189/159-1,23402365360007151,Reading room,22402365370007151,991019293689707151,,
822669609,Aa,1981,"A @struvite occurrence in Amsterdam / J.M.A.R. Wevers, H. Kars and R.D. Schuiling",,,[Amersfoort] : ROB,097947202,1,GE 80189/162-1,23440719390007151,Reading room,22440719400007151,991019358359707151,,
822773260,Aa,1981,@Archeologische kroniek van Limburg over de jaren 1977-1979 / door J.H.F. Bloemers en W.J.H. Willems,,,[Amersfoort] : ROB,097982407,1,GE 80189/161-1,23419760820007151,Reading room,22419760830007151,991019582629707151,,
822773600,Aa,1981,@Archeologische kroniek van Overijssel over 1979/1980 / A. D. Verlinde,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,097982571,1,GE 80189/168-1,23464935800007151,Reading room,22464935820007151,991019583549707151,,
822781336,Aa,1982,@Opgravingen in een 15e-16e eeuwse nederzetting te Leenderstrijp / door Nico Arts en Jos Deeben,,,"Geldrop : Heemkundevereniging ""De Heerlijkheid Heeze-Leende-Zesgehuchten""",09643063X,1,ND 1984/40370,23460461870007151,Reading room,22460461880007151,991019599849707151,,
822826712,Aa,1981,"Een @archeologische verkenning van het kloosterterrein te Binderen, gemeente Helmond (N.-Br.) / W.A.B. van der Sanden . Beesten te Binderen / R.C.G.M. Lauwerier",,,[Amersfoort] : ROB,097994529,1,GE 80189/167-1,23382181390007151,Reading room,22382181400007151,991019665559707151,,
822847027,Af,1982,#20#!82284687X!@Archeologische kroniek van Holland over 1980 / @Rijksdienst voor het Oudheidkundig Bodemonderzoek,*II*@Zuid-Holland / Herbert Sarfatij,,[Amersfoort] : ROB,098001272,1,GE 80189/169-1,23379781260007151,Reading room,22379781270007151,991019710459707151,,
822879735,Af,1982,#10#!82284687X!@Archeologische kroniek van Holland over 1980 / @Rijksdienst voor het Oudheidkundig Bodemonderzoek,*I*@Noord-Holland / P.J. Woltering,,[Amersfoort] : ROB,098014846,1,GE 80189/160-1,23372373080007151,Reading room,22372373090007151,991019795429707151,,
830042083,Aa,1981,"@Index : inhoudsopgave van ""Archaeologische berichten"" nos. 1 t/m 10 / samengest. door H.B. Boer",,,Doetinchem : Stichting Rapportage,098084992,1,GE 40668/1-10-1,23416814700007151,Reading room,22416814710007151,991020296379707151,,
83029080X,Aa,1982,@Observantenklooster Amersfoort / projekt van de A.W.N. ; [auteurs J. Hovy ... et al.],,,Amersfoort : A.W.N.,098111531,1,ND 1982/2635,23387797290007151,Reading room,22387797320007151,991020522329707151,,
830377883,Af,1982,#10#!850870798!Het @Kempenprojekt / J. Slofstra,*[1]*Een @regionaal-archeologisch onderzoeksprogramma / J. Slofstra ... [et al.],,Waalre : Stichting Brabants Heem,098127829,1,GE 1717/22-1,23361628120007151,Reading room,22361628130007151,991020675639707151,,
830377883,Af,1982,#10#!850870798!Het @Kempenprojekt / J. Slofstra,*[1]*Een @regionaal-archeologisch onderzoeksprogramma / J. Slofstra ... [et al.],,Waalre : Stichting Brabants Heem,109393805,2,V 5162 [1],23361628100007151,Reading room,22361628110007151,991020675639707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619260007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618770007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618780007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618790007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618800007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618810007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618820007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618830007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618840007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618850007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618860007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618870007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618880007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618890007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618900007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618910007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618930007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618940007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618950007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618960007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618970007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423618980007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619010007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619020007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619030007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619040007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619050007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619070007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619080007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619090007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619100007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619130007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619140007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619150007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619160007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619210007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619240007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,096474238,1,TE 377,23423619250007151,Reading room,22423619320007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618470007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618360007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618370007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618380007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618390007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618400007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618410007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618420007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618430007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618440007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618450007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618460007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618350007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618480007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618490007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618500007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618510007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618520007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618530007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618540007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618550007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618560007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618570007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618580007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618590007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618600007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618620007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618630007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618640007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618650007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618660007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618690007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618700007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618710007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618720007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618730007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618740007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618750007151,Reading room,22423618760007151,991020758629707151,,
83041746X,Ab,1966-2005,@Spiegel historiael : maandblad voor geschiedenis en archeologie,,,Bussum [etc.] : Fibula-Van Dishoeck,000740942,2,T 5147,23423618340007151,Reading room,22423618760007151,991020758629707151,,
83055937X,Aa,1982,De @urnenvelden in Drenthe / [samenst. en tekst] P.B. Kooi ; [tek. G. Delger ... et al. ; eindred. Jaap Brakke],,,Assen : Provinciaal Museum van Drenthe,098162845,1,NX 1983/32,23460004890007151,Reading room,22460004900007151,991020942299707151,,
83055937X,Aa,1982,De @urnenvelden in Drenthe / [samenst. en tekst] P.B. Kooi ; [tek. G. Delger ... et al. ; eindred. Jaap Brakke],,,Assen : Provinciaal Museum van Drenthe,339057580,2,MEC 517,23460004910007151,Reading room,22460004920007151,991020942299707151,,
830578447,Aa,1976,@Archeologie in Nederland : het hoe en waarom van opgraven / door L.P. Louwe Kooijmans,,,[Hilversum] : AVRO,378155423,1,7211 F 17,23397257380007151,Reading room,22397257390007151,991020984279707151,,
830578447,Aa,1976,@Archeologie in Nederland : het hoe en waarom van opgraven / door L.P. Louwe Kooijmans,,,[Hilversum] : AVRO,509331890,2,WA 1440,23397257400007151,Reading room,22397257410007151,991020984279707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],063482045,1,MAD 024 [-026],23450720330007151,Reading room,22450720350007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],063482045,1,MAD 024 [-026],23450720340007151,Reading room,22450720350007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],063482045,1,MAD 024 [-026],23450720320007151,Reading room,22450720350007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],01740634X,2,NL 36 A 2000,23450720360007151,Reading room,22450720390007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],01740634X,2,NL 36 A 2000,23450720380007151,Reading room,22450720390007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],01740634X,2,NL 36 A 2000,23450720370007151,Reading room,22450720390007151,991021097729707151,,
830640037,Aa,1983,@Vijfentwintig eeuwen bewoning in het terpenland ten Noordwesten van Groningen / door Marijke Miedema,,,[S.l.] : [s.n.],098182803,3,NE 1983/131,23450720280007151,Reading room,22450720310007151,991021097729707151,,
830659854,Aa,1983,@Urnen delven : het opgravingsbedrijf artistiek bekeken / onder red. van Marianne Addink-Samplonius ; [auteurs J.A. Bakker ... et al.],,,Dieren : De Bataafsche Leeuw,098187147,1,NA 1983/18,23370532560007151,Reading room,22370532590007151,991021130149707151,,
830703462,Aa,1982,"The @conservation of shipwrecks at the Museum of Maritime Archaeology at Ketelhaven / by J. de Jong, W. Eenkhoorn, A.J.M. Wevers",,,Lelystad : Rijksdienst voor de IJsselmeerpolders,096486627,1,DUBBEL,23392949620007151,Blocked,22392949640007151,991021193359707151,,
830787925,Aa,1983,@Peelo : historisch-geografisch en archeologisch onderzoek naar de ouderdom van een Drents dorp / A.C. Bardet ... [et al.],,,Amsterdam [etc.] : Noord-Hollandsche Uitgevers Maatschappij,017415292,1,T 1498 [NR 46:1],23446289890007151,Reading room,22446289900007151,991021320159707151,,
830787925,Aa,1983,@Peelo : historisch-geografisch en archeologisch onderzoek naar de ouderdom van een Drents dorp / A.C. Bardet ... [et al.],,,Amsterdam [etc.] : Noord-Hollandsche Uitgevers Maatschappij,098205048,2,GD 80005/46/1-1,23446289910007151,Reading room,22446289920007151,991021320159707151,,
831128062,Aa,1961,@Inleiding tot de wetenschap der prehistorie / Hans Jürgen Eggers ; [vert. uit het Duits door A. van Agen],,,Utrecht [etc.] : Het Spectrum,724287442,1,2348290,23377837530007151,Reading room,22377837540007151,991021723869707151,,
831447494,Af,1982,#10#!831447419!@Archeologische kroniek van Holland over 1981 / @Rijksdienst voor het Oudheidkundig Bodemonderzoek,*I:*@Noord-Holland / P.J. Woltering,,[Amersfoort] : ROB,098284770,1,GE 80189/179-1,23410387190007151,Reading room,22410387200007151,991022151199707151,,
831494476,Aa,1982,@Opgravingen in Steenbergen : verslag van het archeologisch onderzoek naar het voormalige Gasthuis van Steenbergen (N.-Br.) / Gerrit Groeneweg,,,Eindhoven : Stichting Brabants Heem,098295519,1,GE 1717/21-1,23386412240007151,Reading room,22386412250007151,991022257559707151,,
831515813,Aa,1983,"De @Zaanstreek archeologisch bekeken / onder red. van R.W. Brandt, G.J. van der Horst, J.J. Stolp",,,Hillegom : Archeologische Werkgemeenschap voor Nederland,096525193,1,4009825,23411677630007151,Reading room,22411677650007151,991022300399707151,,
831612436,Ab,1974,"@Bulletin / KNOB : bulletin van de Koninklijke Nederlandse Oudheidkundige Bond, tevens orgaan van de Rijksdiensten voor de Monumentenzorg en voor het Oudheidkundig Bodemonderzoek, en van de Nederlandse Museumvereniging",,,Leiden : Brill,008419175,1,NL 01 BUL  NL kunst BUL,23469348340007151,,22418011360007151,991022444489707151,,
831612436,Ab,1974,"@Bulletin / KNOB : bulletin van de Koninklijke Nederlandse Oudheidkundige Bond, tevens orgaan van de Rijksdiensten voor de Monumentenzorg en voor het Oudheidkundig Bodemonderzoek, en van de Nederlandse Museumvereniging",,,Leiden : Brill,008419175,1,NL 01 BUL  NL kunst BUL,23469348350007151,,22418011360007151,991022444489707151,,
831612436,Ab,1974,"@Bulletin / KNOB : bulletin van de Koninklijke Nederlandse Oudheidkundige Bond, tevens orgaan van de Rijksdiensten voor de Monumentenzorg en voor het Oudheidkundig Bodemonderzoek, en van de Nederlandse Museumvereniging",,,Leiden : Brill,008419175,1,NL 01 BUL  NL kunst BUL,23469348360007151,,22418011360007151,991022444489707151,,
